user_id,event_type,timestamp,session_id,device,country
1,add_to_cart,2024-01-15 03:28:00,s_1_9,android,US
1,login,2024-01-15 03:33:00,s_1_10,ios,UK
1,click,2024-01-15 03:37:00,s_1_10,desktop,UK
1,logout,2024-01-15 03:41:00,s_1_10,desktop,UK
1,purchase,2024-01-15 03:48:00,s_1_11,android,UK
1,login,2024-01-15 03:55:00,s_1_11,android,UK
1,view,2024-01-15 03:59:00,s_1_11,ios,US
1,purchase,2024-01-15 04:04:00,s_1_11,ios,UK
1,logout,2024-01-15 04:11:00,s_1_11,android,UK
1,login,2024-01-15 04:14:00,s_1_12,android,Canada
1,login,2024-01-15 04:15:00,s_1_12,desktop,UK
1,logout,2024-01-15 04:19:00,s_1_12,ios,Canada
1,logout,2024-01-15 04:21:00,s_1_12,desktop,India
1,purchase,2024-01-15 04:25:00,s_1_12,ios,US
1,view,2024-01-15 04:27:00,s_1_12,ios,UK
1,add_to_cart,2024-01-15 04:33:00,s_1_12,desktop,Canada
2,login,2024-02-23 00:00:00,s_2_0,android,Canada
2,logout,2024-02-23 00:07:00,s_2_0,desktop,UK
2,view,2024-02-23 00:09:00,s_2_0,ios,Canada
2,click,2024-02-23 00:11:00,s_2_0,android,US
2,logout,2024-02-23 00:15:00,s_2_0,desktop,US
2,add_to_cart,2024-02-23 00:17:00,s_2_0,android,UK
3,purchase,2024-01-31 00:00:00,s_3_0,ios,US
3,login,2024-01-31 00:07:00,s_3_0,ios,US
3,add_to_cart,2024-01-31 00:13:00,s_3_0,android,UK
3,purchase,2024-01-31 00:20:00,s_3_0,android,India
3,view,2024-01-31 00:24:00,s_3_0,ios,UK
3,purchase,2024-01-31 00:25:00,s_3_0,ios,US
3,purchase,2024-01-31 00:31:00,s_3_0,android,US
3,logout,2024-01-31 00:36:00,s_3_0,android,India
3,login,2024-01-31 00:41:00,s_3_0,ios,US
3,logout,2024-01-31 00:43:00,s_3_1,android,US
3,logout,2024-01-31 00:48:00,s_3_1,ios,UK
3,login,2024-01-31 00:50:00,s_3_1,android,UK
3,view,2024-01-31 00:51:00,s_3_1,ios,UK
3,view,2024-01-31 00:55:00,s_3_1,desktop,India
3,add_to_cart,2024-01-31 00:59:00,s_3_1,android,India
3,view,2024-01-31 01:03:00,s_3_1,desktop,US
3,logout,2024-01-31 01:08:00,s_3_1,desktop,India
3,add_to_cart,2024-01-31 01:09:00,s_3_2,ios,UK
3,logout,2024-01-31 01:16:00,s_3_2,android,US
3,click,2024-01-31 01:21:00,s_3_2,ios,Canada
3,click,2024-01-31 01:22:00,s_3_2,android,Canada
3,click,2024-01-31 01:23:00,s_3_2,android,India
3,login,2024-01-31 01:30:00,s_3_2,ios,US
3,view,2024-01-31 01:31:00,s_3_3,ios,Canada
3,view,2024-01-31 01:32:00,s_3_3,android,Canada
3,logout,2024-01-31 01:36:00,s_3_3,ios,India
3,view,2024-01-31 01:43:00,s_3_3,ios,US
3,click,2024-01-31 01:46:00,s_3_3,ios,India
3,logout,2024-01-31 01:49:00,s_3_3,android,US
3,add_to_cart,2024-01-31 01:50:00,s_3_3,desktop,UK
3,click,2024-01-31 01:53:00,s_3_3,desktop,UK
3,logout,2024-01-31 01:56:00,s_3_3,desktop,UK
3,click,2024-01-31 01:57:00,s_3_4,ios,US
3,logout,2024-01-31 02:02:00,s_3_4,ios,UK
3,login,2024-01-31 02:04:00,s_3_4,ios,UK
3,purchase,2024-01-31 02:11:00,s_3_4,android,Canada
3,view,2024-01-31 02:13:00,s_3_5,android,US
3,logout,2024-01-31 02:17:00,s_3_5,android,UK
3,add_to_cart,2024-01-31 02:24:00,s_3_6,android,UK
3,login,2024-01-31 02:28:00,s_3_6,android,Canada
3,view,2024-01-31 02:30:00,s_3_7,android,Canada
3,view,2024-01-31 02:37:00,s_3_7,android,Canada
3,login,2024-01-31 02:44:00,s_3_8,android,Canada
3,login,2024-01-31 02:49:00,s_3_8,android,Canada
3,add_to_cart,2024-01-31 02:52:00,s_3_8,ios,Canada
3,purchase,2024-01-31 02:56:00,s_3_8,ios,Canada
3,purchase,2024-01-31 03:02:00,s_3_8,android,UK
3,add_to_cart,2024-01-31 03:05:00,s_3_8,desktop,UK
3,logout,2024-01-31 03:08:00,s_3_8,android,UK
3,logout,2024-01-31 03:09:00,s_3_9,desktop,US
3,view,2024-01-31 03:14:00,s_3_9,android,India
3,add_to_cart,2024-01-31 03:21:00,s_3_9,desktop,Canada
3,login,2024-01-31 03:27:00,s_3_9,ios,UK
3,login,2024-01-31 03:30:00,s_3_10,desktop,Canada
3,logout,2024-01-31 03:35:00,s_3_10,android,Canada
3,purchase,2024-01-31 03:37:00,s_3_11,android,India
3,logout,2024-01-31 03:44:00,s_3_11,ios,Canada
3,login,2024-01-31 03:50:00,s_3_11,android,US
3,click,2024-01-31 03:57:00,s_3_11,desktop,Canada
3,purchase,2024-01-31 04:00:00,s_3_11,ios,US
3,login,2024-01-31 04:01:00,s_3_11,android,US
3,click,2024-01-31 04:08:00,s_3_11,android,Canada
3,add_to_cart,2024-01-31 04:15:00,s_3_11,desktop,India
3,purchase,2024-01-31 04:17:00,s_3_12,ios,UK
3,login,2024-01-31 04:21:00,s_3_12,desktop,US
3,click,2024-01-31 04:26:00,s_3_12,desktop,India
3,add_to_cart,2024-01-31 04:29:00,s_3_13,ios,Canada
3,click,2024-01-31 04:36:00,s_3_13,ios,US
3,add_to_cart,2024-01-31 04:37:00,s_3_13,ios,Canada
3,purchase,2024-01-31 04:41:00,s_3_13,ios,Canada
3,view,2024-01-31 04:46:00,s_3_13,desktop,India
3,view,2024-01-31 04:50:00,s_3_13,ios,US
3,purchase,2024-01-31 04:56:00,s_3_13,desktop,India
3,login,2024-01-31 05:01:00,s_3_13,desktop,UK
4,purchase,2024-01-29 00:00:00,s_4_0,desktop,Canada
4,login,2024-01-29 00:05:00,s_4_0,ios,US
4,view,2024-01-29 00:12:00,s_4_0,android,UK
4,login,2024-01-29 00:15:00,s_4_0,ios,India
4,add_to_cart,2024-01-29 00:18:00,s_4_0,android,US
4,click,2024-01-29 00:24:00,s_4_1,android,UK
4,add_to_cart,2024-01-29 00:26:00,s_4_1,android,India
4,click,2024-01-29 00:28:00,s_4_1,ios,Canada
4,logout,2024-01-29 00:33:00,s_4_1,ios,UK
4,add_to_cart,2024-01-29 00:39:00,s_4_1,ios,UK
4,login,2024-01-29 00:40:00,s_4_2,desktop,US
4,click,2024-01-29 00:46:00,s_4_2,desktop,US
4,add_to_cart,2024-01-29 00:50:00,s_4_2,ios,UK
4,purchase,2024-01-29 00:54:00,s_4_2,ios,UK
4,purchase,2024-01-29 00:58:00,s_4_2,android,US
4,login,2024-01-29 01:02:00,s_4_2,ios,UK
4,login,2024-01-29 01:06:00,s_4_3,android,US
4,click,2024-01-29 01:12:00,s_4_3,ios,India
4,logout,2024-01-29 01:15:00,s_4_3,android,Canada
4,view,2024-01-29 01:17:00,s_4_3,desktop,India
4,view,2024-01-29 01:24:00,s_4_3,android,US
4,view,2024-01-29 01:28:00,s_4_3,android,India
4,click,2024-01-29 01:29:00,s_4_3,android,Canada
4,view,2024-01-29 01:36:00,s_4_4,desktop,India
4,logout,2024-01-29 01:37:00,s_4_4,android,India
4,click,2024-01-29 01:38:00,s_4_4,ios,Canada
4,click,2024-01-29 01:39:00,s_4_4,android,India
4,logout,2024-01-29 01:42:00,s_4_4,ios,Canada
4,login,2024-01-29 01:48:00,s_4_4,desktop,UK
4,login,2024-01-29 01:49:00,s_4_4,desktop,India
4,purchase,2024-01-29 01:53:00,s_4_5,android,UK
4,purchase,2024-01-29 01:54:00,s_4_5,ios,UK
4,login,2024-01-29 01:57:00,s_4_5,ios,US
4,login,2024-01-29 02:04:00,s_4_5,ios,Canada
4,login,2024-01-29 02:10:00,s_4_5,android,India
4,click,2024-01-29 02:13:00,s_4_5,desktop,India
4,click,2024-01-29 02:14:00,s_4_6,desktop,India
4,add_to_cart,2024-01-29 02:19:00,s_4_6,ios,Canada
4,view,2024-01-29 02:20:00,s_4_6,android,US
4,add_to_cart,2024-01-29 02:23:00,s_4_6,android,US
4,click,2024-01-29 02:25:00,s_4_6,ios,India
4,login,2024-01-29 02:29:00,s_4_6,ios,US
4,login,2024-01-29 02:36:00,s_4_6,ios,India
4,login,2024-01-29 02:39:00,s_4_7,ios,India
4,view,2024-01-29 02:40:00,s_4_7,android,US
4,purchase,2024-01-29 02:44:00,s_4_7,desktop,US
4,login,2024-01-29 02:45:00,s_4_7,ios,US
4,add_to_cart,2024-01-29 02:51:00,s_4_7,android,UK
4,purchase,2024-01-29 02:52:00,s_4_7,android,US
4,purchase,2024-01-29 02:54:00,s_4_7,ios,US
4,click,2024-01-29 02:58:00,s_4_8,desktop,US
4,click,2024-01-29 03:04:00,s_4_8,ios,India
4,purchase,2024-01-29 03:11:00,s_4_8,android,UK
4,click,2024-01-29 03:13:00,s_4_8,desktop,UK
4,purchase,2024-01-29 03:16:00,s_4_8,android,Canada
4,view,2024-01-29 03:17:00,s_4_9,ios,UK
4,view,2024-01-29 03:18:00,s_4_9,desktop,India
4,purchase,2024-01-29 03:19:00,s_4_9,desktop,US
4,login,2024-01-29 03:22:00,s_4_9,desktop,US
4,add_to_cart,2024-01-29 03:23:00,s_4_9,android,India
4,purchase,2024-01-29 03:25:00,s_4_9,ios,Canada
4,login,2024-01-29 03:27:00,s_4_10,ios,India
4,login,2024-01-29 03:33:00,s_4_10,android,US
4,logout,2024-01-29 03:40:00,s_4_10,android,India
4,add_to_cart,2024-01-29 03:45:00,s_4_10,ios,UK
4,add_to_cart,2024-01-29 03:46:00,s_4_10,desktop,US
5,add_to_cart,2024-02-22 00:00:00,s_5_0,android,US
5,logout,2024-02-22 00:02:00,s_5_0,desktop,US
5,add_to_cart,2024-02-22 00:08:00,s_5_0,android,Canada
5,click,2024-02-22 00:15:00,s_5_0,android,India
5,login,2024-02-22 00:19:00,s_5_0,android,Canada
6,click,2024-01-17 00:00:00,s_6_0,android,US
6,logout,2024-01-17 00:06:00,s_6_0,desktop,UK
6,login,2024-01-17 00:11:00,s_6_0,desktop,India
6,view,2024-01-17 00:15:00,s_6_0,android,UK
6,login,2024-01-17 00:17:00,s_6_0,android,Canada
6,purchase,2024-01-17 00:23:00,s_6_0,ios,UK
6,login,2024-01-17 00:29:00,s_6_0,desktop,UK
6,logout,2024-01-17 00:32:00,s_6_0,ios,UK
6,add_to_cart,2024-01-17 00:39:00,s_6_1,desktop,US
6,login,2024-01-17 00:40:00,s_6_1,desktop,India
6,click,2024-01-17 00:41:00,s_6_1,ios,Canada
6,logout,2024-01-17 00:45:00,s_6_1,ios,UK
6,view,2024-01-17 00:48:00,s_6_1,android,US
6,login,2024-01-17 00:54:00,s_6_1,ios,UK
6,logout,2024-01-17 00:59:00,s_6_1,android,UK
6,logout,2024-01-17 01:02:00,s_6_1,ios,UK
6,login,2024-01-17 01:06:00,s_6_1,android,UK
6,purchase,2024-01-17 01:10:00,s_6_2,desktop,US
6,view,2024-01-17 01:14:00,s_6_2,desktop,US
6,view,2024-01-17 01:17:00,s_6_2,android,India
6,login,2024-01-17 01:19:00,s_6_2,android,India
6,add_to_cart,2024-01-17 01:22:00,s_6_3,ios,US
6,click,2024-01-17 01:25:00,s_6_3,ios,Canada
6,view,2024-01-17 01:29:00,s_6_3,desktop,US
6,logout,2024-01-17 01:36:00,s_6_3,ios,US
6,purchase,2024-01-17 01:40:00,s_6_3,ios,Canada
6,view,2024-01-17 01:41:00,s_6_3,desktop,UK
6,login,2024-01-17 01:42:00,s_6_3,ios,US
6,purchase,2024-01-17 01:49:00,s_6_3,android,India
6,view,2024-01-17 01:51:00,s_6_4,ios,Canada
6,click,2024-01-17 01:52:00,s_6_4,desktop,India
6,purchase,2024-01-17 01:55:00,s_6_4,desktop,US
6,purchase,2024-01-17 01:59:00,s_6_4,ios,US
6,logout,2024-01-17 02:00:00,s_6_4,android,US
6,click,2024-01-17 02:01:00,s_6_4,desktop,US
6,view,2024-01-17 02:03:00,s_6_4,ios,UK
6,view,2024-01-17 02:10:00,s_6_4,android,US
6,login,2024-01-17 02:17:00,s_6_4,desktop,Canada
6,login,2024-01-17 02:23:00,s_6_5,desktop,India
6,add_to_cart,2024-01-17 02:26:00,s_6_5,android,US
6,add_to_cart,2024-01-17 02:33:00,s_6_5,desktop,US
6,purchase,2024-01-17 02:37:00,s_6_6,android,India
6,add_to_cart,2024-01-17 02:39:00,s_6_6,ios,US
6,click,2024-01-17 02:40:00,s_6_6,ios,UK
6,add_to_cart,2024-01-17 02:44:00,s_6_6,android,Canada
6,login,2024-01-17 02:48:00,s_6_6,ios,Canada
6,purchase,2024-01-17 02:49:00,s_6_6,ios,Canada
6,view,2024-01-17 02:51:00,s_6_6,ios,Canada
6,view,2024-01-17 02:52:00,s_6_6,ios,Canada
6,view,2024-01-17 02:58:00,s_6_6,desktop,Canada
6,logout,2024-01-17 03:02:00,s_6_7,android,US
6,login,2024-01-17 03:07:00,s_6_7,android,Canada
6,purchase,2024-01-17 03:10:00,s_6_7,desktop,US
6,purchase,2024-01-17 03:17:00,s_6_7,desktop,Canada
6,view,2024-01-17 03:18:00,s_6_7,ios,UK
6,click,2024-01-17 03:19:00,s_6_7,desktop,UK
6,login,2024-01-17 03:22:00,s_6_8,android,US
6,view,2024-01-17 03:25:00,s_6_8,android,US
6,login,2024-01-17 03:29:00,s_6_8,android,Canada
6,login,2024-01-17 03:35:00,s_6_8,ios,India
6,purchase,2024-01-17 03:36:00,s_6_9,android,Canada
6,purchase,2024-01-17 03:40:00,s_6_9,desktop,UK
6,login,2024-01-17 03:43:00,s_6_9,android,US
6,login,2024-01-17 03:44:00,s_6_9,android,UK
6,view,2024-01-17 03:48:00,s_6_9,ios,UK
6,logout,2024-01-17 03:54:00,s_6_9,android,India
6,login,2024-01-17 03:58:00,s_6_9,ios,Canada
6,add_to_cart,2024-01-17 04:04:00,s_6_9,ios,India
6,login,2024-01-17 04:07:00,s_6_9,android,UK
6,click,2024-01-17 04:13:00,s_6_10,ios,US
6,logout,2024-01-17 04:16:00,s_6_10,android,Canada
7,click,2024-01-18 00:00:00,s_7_0,android,India
7,add_to_cart,2024-01-18 00:06:00,s_7_0,ios,US
7,add_to_cart,2024-01-18 00:09:00,s_7_0,ios,India
8,click,2024-01-04 00:00:00,s_8_0,android,US
8,login,2024-01-04 00:06:00,s_8_0,desktop,US
9,login,2024-01-08 00:00:00,s_9_0,ios,Canada
9,login,2024-01-08 00:03:00,s_9_0,android,UK
9,click,2024-01-08 00:04:00,s_9_0,android,UK
9,purchase,2024-01-08 00:05:00,s_9_0,android,UK
9,view,2024-01-08 00:09:00,s_9_0,desktop,India
9,login,2024-01-08 00:12:00,s_9_0,desktop,US
9,purchase,2024-01-08 00:15:00,s_9_0,android,UK
9,view,2024-01-08 00:21:00,s_9_0,android,Canada
10,logout,2024-02-07 00:00:00,s_10_0,android,US
10,view,2024-02-07 00:05:00,s_10_0,ios,India
10,add_to_cart,2024-02-07 00:08:00,s_10_0,android,UK
10,click,2024-02-07 00:14:00,s_10_0,ios,Canada
10,purchase,2024-02-07 00:17:00,s_10_0,android,US
10,click,2024-02-07 00:20:00,s_10_0,ios,US
10,login,2024-02-07 00:22:00,s_10_0,ios,Canada
11,purchase,2024-02-16 00:00:00,s_11_0,android,UK
11,purchase,2024-02-16 00:01:00,s_11_0,desktop,UK
11,view,2024-02-16 00:06:00,s_11_0,desktop,UK
11,logout,2024-02-16 00:10:00,s_11_0,android,UK
11,view,2024-02-16 00:15:00,s_11_0,desktop,India
11,add_to_cart,2024-02-16 00:18:00,s_11_0,desktop,Canada
11,view,2024-02-16 00:22:00,s_11_0,ios,US
11,purchase,2024-02-16 00:25:00,s_11_0,ios,UK
11,add_to_cart,2024-02-16 00:26:00,s_11_0,ios,US
11,click,2024-02-16 00:27:00,s_11_1,ios,US
11,click,2024-02-16 00:31:00,s_11_1,ios,Canada
11,purchase,2024-02-16 00:37:00,s_11_1,android,India
11,add_to_cart,2024-02-16 00:42:00,s_11_1,desktop,US
11,login,2024-02-16 00:48:00,s_11_1,android,UK
11,logout,2024-02-16 00:53:00,s_11_2,android,Canada
11,click,2024-02-16 00:56:00,s_11_2,ios,Canada
11,login,2024-02-16 01:00:00,s_11_2,android,Canada
11,logout,2024-02-16 01:01:00,s_11_2,ios,India
11,purchase,2024-02-16 01:06:00,s_11_2,android,US
11,logout,2024-02-16 01:11:00,s_11_2,ios,Canada
11,click,2024-02-16 01:12:00,s_11_2,desktop,India
11,click,2024-02-16 01:18:00,s_11_3,ios,US
11,purchase,2024-02-16 01:25:00,s_11_3,android,UK
11,click,2024-02-16 01:28:00,s_11_3,ios,US
11,purchase,2024-02-16 01:32:00,s_11_3,android,Canada
11,login,2024-02-16 01:33:00,s_11_3,android,India
11,click,2024-02-16 01:37:00,s_11_3,ios,US
11,purchase,2024-02-16 01:44:00,s_11_4,desktop,US
11,logout,2024-02-16 01:49:00,s_11_4,ios,UK
11,logout,2024-02-16 01:56:00,s_11_4,ios,Canada
11,view,2024-02-16 01:57:00,s_11_4,desktop,India
11,login,2024-02-16 02:00:00,s_11_4,android,India
11,purchase,2024-02-16 02:02:00,s_11_4,ios,UK
11,click,2024-02-16 02:03:00,s_11_5,desktop,Canada
11,login,2024-02-16 02:10:00,s_11_5,android,UK
11,login,2024-02-16 02:16:00,s_11_5,android,UK
11,click,2024-02-16 02:18:00,s_11_6,android,India
11,add_to_cart,2024-02-16 02:24:00,s_11_6,desktop,Canada
11,add_to_cart,2024-02-16 02:26:00,s_11_6,desktop,India
11,click,2024-02-16 02:33:00,s_11_6,ios,Canada
11,view,2024-02-16 02:39:00,s_11_7,ios,US
11,logout,2024-02-16 02:41:00,s_11_7,android,Canada
11,logout,2024-02-16 02:48:00,s_11_7,desktop,US
11,purchase,2024-02-16 02:51:00,s_11_7,desktop,US
11,add_to_cart,2024-02-16 02:53:00,s_11_7,desktop,India
11,add_to_cart,2024-02-16 02:55:00,s_11_7,android,US
11,view,2024-02-16 02:57:00,s_11_7,ios,Canada
11,login,2024-02-16 02:58:00,s_11_7,desktop,India
11,click,2024-02-16 02:59:00,s_11_8,desktop,US
11,view,2024-02-16 03:02:00,s_11_8,ios,UK
11,purchase,2024-02-16 03:08:00,s_11_9,desktop,UK
11,login,2024-02-16 03:15:00,s_11_9,ios,UK
11,add_to_cart,2024-02-16 03:20:00,s_11_9,desktop,UK
11,add_to_cart,2024-02-16 03:22:00,s_11_9,android,UK
11,click,2024-02-16 03:29:00,s_11_9,ios,UK
11,view,2024-02-16 03:31:00,s_11_9,desktop,Canada
11,click,2024-02-16 03:34:00,s_11_9,desktop,US
11,add_to_cart,2024-02-16 03:36:00,s_11_9,ios,India
11,logout,2024-02-16 03:37:00,s_11_9,android,UK
11,login,2024-02-16 03:42:00,s_11_10,desktop,UK
11,view,2024-02-16 03:44:00,s_11_10,desktop,US
11,purchase,2024-02-16 03:51:00,s_11_10,ios,US
11,logout,2024-02-16 03:52:00,s_11_10,desktop,Canada
11,add_to_cart,2024-02-16 03:56:00,s_11_10,android,UK
11,click,2024-02-16 04:01:00,s_11_11,android,UK
11,click,2024-02-16 04:02:00,s_11_11,ios,UK
11,logout,2024-02-16 04:08:00,s_11_11,ios,UK
11,logout,2024-02-16 04:14:00,s_11_11,android,UK
11,logout,2024-02-16 04:18:00,s_11_11,desktop,Canada
12,login,2024-02-03 00:00:00,s_12_0,android,UK
12,login,2024-02-03 00:07:00,s_12_0,desktop,UK
12,add_to_cart,2024-02-03 00:14:00,s_12_0,ios,India
12,login,2024-02-03 00:20:00,s_12_1,android,India
12,view,2024-02-03 00:21:00,s_12_1,desktop,UK
12,login,2024-02-03 00:23:00,s_12_1,android,Canada
12,purchase,2024-02-03 00:30:00,s_12_1,desktop,UK
12,click,2024-02-03 00:36:00,s_12_2,ios,India
12,purchase,2024-02-03 00:42:00,s_12_2,ios,UK
12,add_to_cart,2024-02-03 00:44:00,s_12_2,desktop,US
12,add_to_cart,2024-02-03 00:46:00,s_12_2,desktop,UK
12,login,2024-02-03 00:52:00,s_12_2,desktop,Canada
12,purchase,2024-02-03 00:53:00,s_12_2,android,US
12,add_to_cart,2024-02-03 00:57:00,s_12_3,desktop,UK
12,click,2024-02-03 01:03:00,s_12_3,android,UK
12,login,2024-02-03 01:10:00,s_12_3,android,UK
12,add_to_cart,2024-02-03 01:16:00,s_12_4,ios,Canada
12,add_to_cart,2024-02-03 01:20:00,s_12_4,ios,US
12,add_to_cart,2024-02-03 01:25:00,s_12_4,desktop,India
12,add_to_cart,2024-02-03 01:26:00,s_12_4,desktop,India
12,login,2024-02-03 01:31:00,s_12_5,ios,UK
12,click,2024-02-03 01:35:00,s_12_5,ios,UK
12,click,2024-02-03 01:39:00,s_12_5,android,UK
12,add_to_cart,2024-02-03 01:44:00,s_12_5,android,India
12,view,2024-02-03 01:51:00,s_12_5,ios,US
12,purchase,2024-02-03 01:55:00,s_12_6,ios,Canada
12,click,2024-02-03 02:00:00,s_12_6,android,UK
12,logout,2024-02-03 02:04:00,s_12_6,ios,India
12,logout,2024-02-03 02:10:00,s_12_6,desktop,US
12,view,2024-02-03 02:17:00,s_12_6,ios,UK
12,logout,2024-02-03 02:20:00,s_12_6,ios,US
12,add_to_cart,2024-02-03 02:27:00,s_12_6,desktop,India
12,click,2024-02-03 02:31:00,s_12_7,android,Canada
12,click,2024-02-03 02:36:00,s_12_7,ios,India
12,purchase,2024-02-03 02:38:00,s_12_7,ios,US
12,logout,2024-02-03 02:42:00,s_12_7,android,UK
12,login,2024-02-03 02:44:00,s_12_7,android,India
12,click,2024-02-03 02:50:00,s_12_7,desktop,India
12,add_to_cart,2024-02-03 02:53:00,s_12_7,desktop,UK
12,click,2024-02-03 02:54:00,s_12_7,ios,US
12,view,2024-02-03 03:01:00,s_12_7,desktop,UK
12,add_to_cart,2024-02-03 03:04:00,s_12_8,android,US
12,logout,2024-02-03 03:06:00,s_12_8,android,UK
12,view,2024-02-03 03:13:00,s_12_8,ios,Canada
12,add_to_cart,2024-02-03 03:15:00,s_12_8,android,UK
12,login,2024-02-03 03:20:00,s_12_8,ios,Canada
12,purchase,2024-02-03 03:22:00,s_12_9,ios,UK
12,add_to_cart,2024-02-03 03:28:00,s_12_9,android,India
12,add_to_cart,2024-02-03 03:35:00,s_12_9,android,US
12,click,2024-02-03 03:42:00,s_12_9,desktop,India
12,click,2024-02-03 03:43:00,s_12_9,android,India
12,view,2024-02-03 03:47:00,s_12_9,android,UK
12,login,2024-02-03 03:52:00,s_12_10,desktop,India
12,add_to_cart,2024-02-03 03:54:00,s_12_10,desktop,India
12,logout,2024-02-03 03:56:00,s_12_11,desktop,UK
12,purchase,2024-02-03 04:03:00,s_12_11,ios,US
13,purchase,2024-02-17 00:00:00,s_13_0,desktop,US
13,click,2024-02-17 00:05:00,s_13_0,android,Canada
14,view,2024-02-08 00:00:00,s_14_0,android,US
14,login,2024-02-08 00:07:00,s_14_0,desktop,UK
14,add_to_cart,2024-02-08 00:12:00,s_14_0,desktop,Canada
14,purchase,2024-02-08 00:18:00,s_14_0,desktop,UK
14,add_to_cart,2024-02-08 00:23:00,s_14_0,android,India
14,logout,2024-02-08 00:30:00,s_14_0,ios,India
14,add_to_cart,2024-02-08 00:33:00,s_14_0,android,US
14,click,2024-02-08 00:37:00,s_14_0,android,India
14,click,2024-02-08 00:39:00,s_14_0,desktop,Canada
14,logout,2024-02-08 00:42:00,s_14_1,android,UK
14,logout,2024-02-08 00:48:00,s_14_1,desktop,Canada
14,click,2024-02-08 00:49:00,s_14_1,ios,Canada
14,click,2024-02-08 00:54:00,s_14_1,android,India
14,add_to_cart,2024-02-08 01:00:00,s_14_1,android,US
14,add_to_cart,2024-02-08 01:04:00,s_14_1,android,UK
14,logout,2024-02-08 01:09:00,s_14_2,ios,UK
14,view,2024-02-08 01:10:00,s_14_2,android,UK
14,view,2024-02-08 01:16:00,s_14_2,ios,US
14,view,2024-02-08 01:22:00,s_14_2,desktop,UK
14,add_to_cart,2024-02-08 01:28:00,s_14_2,android,US
14,add_to_cart,2024-02-08 01:32:00,s_14_2,desktop,US
14,click,2024-02-08 01:37:00,s_14_2,android,US
14,login,2024-02-08 01:41:00,s_14_2,ios,UK
14,click,2024-02-08 01:43:00,s_14_3,desktop,US
14,logout,2024-02-08 01:48:00,s_14_3,android,India
14,logout,2024-02-08 01:55:00,s_14_3,android,US
14,view,2024-02-08 01:59:00,s_14_4,android,UK
14,purchase,2024-02-08 02:05:00,s_14_4,android,UK
